"Time","System Demand","RMP Interconnect Demand","Generation Into System","Olmsted Generation","UMPA Generation"
01:30 PM,79.2438259545098,69.6038262778738,-9.63999967663592,-9.63999967663592,0
01:45 PM,79.8092946909422,70.1692950143063,-9.63999967663592,-9.63999967663592,0
02:00 PM,80.6439040622482,71.0139043852769,-9.62999967697136,-9.62999967697136,0
02:15 PM,82.0226540246403,72.3826543480043,-9.63999967663592,-9.63999967663592,0
02:30 PM,81.8784352654366,72.2384355888007,-9.63999967663592,-9.63999967663592,0
02:45 PM,81.760310291001,72.1303106140296,-9.62999967697136,-9.62999967697136,0
03:00 PM,81.3878884063515,71.7478887297156,-9.63999967663592,-9.63999967663592,0
03:15 PM,82.8057790113323,73.1457793353672,-9.65999967596504,-9.65999967596504,0
03:30 PM,82.7386696315628,73.0886699552623,-9.64999967630048,-9.64999967630048,0
03:45 PM,82.5919508897246,72.9519512130887,-9.63999967663592,-9.63999967663592,0
04:00 PM,82.8855446136748,73.2455449370389,-9.63999967663592,-9.63999967663592,0
04:15 PM,82.1808571524342,72.5408574757983,-9.63999967663592,-9.63999967663592,0
04:30 PM,83.0185133818966,73.3785137052606,-9.63999967663592,-9.63999967663592,0
04:45 PM,83.4928883703045,73.8328886943395,-9.65999967596504,-9.65999967596504,0
05:00 PM,84.1398414903446,74.469841814715,-9.6699996756296,-9.6699996756296,0
05:15 PM,83.2119508689273,73.5219511939686,-9.68999967495872,-9.68999967495872,0
05:30 PM,82.9604664910221,73.2804668157279,-9.67999967529416,-9.67999967529416,0
05:45 PM,82.723357116955,73.0533574413254,-9.6699996756296,-9.6699996756296,0
06:00 PM,82.4658571083111,72.7758574333523,-9.68999967495872,-9.68999967495872,0
06:15 PM,81.285857147893,71.5958574729342,-9.68999967495872,-9.68999967495872,0
06:30 PM,81.528357122477,71.8283574478537,-9.69999967462328,-9.69999967462328,0
06:45 PM,80.8453102871306,71.1453106125073,-9.69999967462328,-9.69999967462328,0
07:00 PM,80.2094509177985,70.5194512428397,-9.68999967495872,-9.68999967495872,0
07:15 PM,79.925232163291,70.2252324886677,-9.69999967462328,-9.69999967462328,0
07:30 PM,78.649372815427,68.9493731408038,-9.69999967462328,-9.69999967462328,0
07:45 PM,77.9128103336537,68.2128106590304,-9.69999967462328,-9.69999967462328,0
08:00 PM,76.3543728578474,66.6543731832241,-9.69999967462328,-9.69999967462328,0
08:15 PM,74.9049197820079,65.2049201073846,-9.69999967462328,-9.69999967462328,0
08:30 PM,74.1803104070119,64.4703107327241,-9.70999967428784,-9.70999967428784,0
08:45 PM,73.5788260408471,63.8788263662238,-9.69999967462328,-9.69999967462328,0
09:00 PM,74.134294777615,64.4342951029917,-9.69999967462328,-9.69999967462328,0
09:15 PM,74.6413259879251,64.9313263136372,-9.70999967428784,-9.70999967428784,0
09:30 PM,74.0054666185929,64.3054669439696,-9.69999967462328,-9.69999967462328,0
09:45 PM,73.5699978777998,63.8699982031765,-9.69999967462328,-9.69999967462328,0
10:00 PM,72.8579666398031,63.1579669651798,-9.69999967462328,-9.69999967462328,0
10:15 PM,72.0610135247946,62.3610138501713,-9.69999967462328,-9.69999967462328,0
10:30 PM,70.28960728345,60.5796076091622,-9.70999967428784,-9.70999967428784,0
10:45 PM,68.6615604452396,58.9615607706163,-9.69999967462328,-9.69999967462328,0
11:00 PM,66.8360135963725,57.1160139224201,-9.7199996739524,-9.7199996739524,0
11:15 PM,65.2381229974297,55.5381233228064,-9.69999967462328,-9.69999967462328,0
11:30 PM,63.8524198935294,54.1524202189061,-9.69999967462328,-9.69999967462328,0
11:45 PM,61.8978105597926,52.1978108851693,-9.69999967462328,-9.69999967462328,0
12:00 AM,60.5424980901338,50.8424984155105,-9.69999967462328,-9.69999967462328,0
